Drug	GeneID
Thiothixene	3356
Mesoridazine	3356
Thioridazine	3356
Clozapine	3356
Sertindole	3356
Nefazodone	3356
Cisapride	3356
Methysergide	3356
Aripiprazole lauroxil	3356
Flibanserin	3356
Olanzapine	3356
Dihydroergocornine	3356
Molindone	3356
Maprotiline	3356
Zotepine	3356
Gilteritinib	3356
Donepezil	3356
Ziprasidone	3356
Ergoloid mesylate	3356
Fluphenazine	3356
Loxapine	3356
Cannabidiol	3356
Cariprazine	3356
Fenfluramine	3356
Iloperidone	3356
Fluspirilene	3356
Promazine	3356
Escitalopram	3356
Remoxipride	3356
Nicotine	1103
NADH	4719
Pizotifen	3358
Amitriptyline	3358
Asenapine	3358
Methysergide	3358
Lorcaserin	3358
Fenfluramine	3358
Escitalopram	3358
Dihydroergocristine	3358
Gilteritinib	3358
Chlorpromazine	3358
Mianserin	3358
Yohimbine	3358
Aripiprazole lauroxil	3358
Desipramine	3358
Clomipramine	3358
Cyproheptadine	3358
Aripiprazole	3358
Ziprasidone	3358
Trimipramine	3358
Nefazodone	3358
Loxapine	3358
Haloperidol	3358
Dihydroergocornine	3358
Risperidone	3358
Pergolide	3358
Tegaserod	3358
Cabergoline	3358
Promazine	3358
Minaprine	3358
Imipramine	3358
Fluphenazine	3358
Methotrimeprazine	3358
Lisuride	3358
Chlorprothixene	3358
Paroxetine	3358
Cyclobenzaprine	3358
Nortriptyline	3358
Agomelatine	3358
Paliperidone	3358
Sertindole	3358
Ergoloid mesylate	3358
Tramadol	3358
Trazodone	3358
Apomorphine	3358
Quetiapine	3358
Maprotiline	3358
Lorpiprazole	3358
Fluoxetine	3358
Clozapine	3358
Olanzapine	3358
Ergotamine	3358
Dexfenfluramine	3358
Lofexidine	3358
Mirtazapine	3358
Bromocriptine	3358
Propiomazine	3358
Ketamine	3358
Amoxapine	3358
Doxepin	3358
Chlordiazepoxide	2562
Temazepam	2562
Memantine	2562
Brexanolone	2562
Clonazepam	2562
Propofol	2562
Ethanol	2562
Lorazepam	2562
Pentobarbital	2562
Triazolam	2562
Flurazepam	2562
Desflurane	2562
Flumazenil	2562
Methoxyflurane	2562
Estazolam	2562
Piperazine	2562
Prasterone	2562
Primidone	2562
Clorazepic acid	2562
Isoflurane	2562
Acamprosate	2562
Lindane	2562
Halazepam	2562
Stiripentol	2562
Phenytoin	2562
Taurine	2562
Butalbital	2562
Sevoflurane	2562
Prazepam	2562
Fospropofol	2562
Flunitrazepam	2562
Etomidate	2562
Methyprylon	2562
Oxazepam	2562
Nitrazepam	2562
Enflurane	2562
Lamotrigine	2562
Eszopiclone	2562
Medroxyprogesterone acetate	2562
Meprobamate	2562
Clotiazepam	2562
Apalutamide	2562
Clobazam	2562
Diazepam	2562
Glutethimide	2562
Ethchlorvynol	2562
Butabarbital	2562
Amoxapine	2562
Quazepam	2562
Alprazolam	2562
Bromazepam	2562
Halothane	2562
Ivermectin	2562
Talbutal	2562
Prazepam	2570
Temazepam	2570
Quazepam	2570
Flurazepam	2570
Clotiazepam	2570
Oxazepam	2570
Halazepam	2570
Estazolam	2570
Diazepam	2570
Nitrazepam	2570
Bromazepam	2570
Triazolam	2570
Arsenic trioxide	5594
Turpentine	5594
Isoprenaline	5594
Acetylsalicylic acid	5594
Methysergide	3354
Eletriptan	3354
Ketamine	3354
Loxapine	3354
Ziprasidone	3354
Aripiprazole lauroxil	3354
Dihydroergocristine	3354
Olanzapine	3354
Dihydroergocornine	3354
Ergoloid mesylate	3354
Clozapine	3354
Gilteritinib	3354
Paroxetine	3354
Aripiprazole	3354
Quetiapine	3354
Calcium phosphate dihydrate	25801
Calcium Phosphate	25801
Calcium Citrate	25801
Rosiglitazone	6257
Adapalene	6257
Alitretinoin	6257
Tretinoin	6257
Acitretin	6257
Doconexent	6257
Bexarotene	6257
Bezafibrate	6257
Tazarotene	6257
NADH	3290
Glycyrrhizic acid	3290
Daratumumab	952
Brentuximab vedotin	943
Olopatadine	6273
Zinc chloride	6273
Calcium	6273
Zinc acetate	6273
Zinc	6273
Copper	6273
Alendronic acid	5775
Insulin pork	5122
Lithium citrate	3612
Lithium carbonate	3612
Lamotrigine	135
Defibrotide	135
Theophylline	135
Adenosine	135
Regadenoson	135
Mefloquine	135
Caffeine	135
Dyphylline	135
Enprofylline	135
Oxtriphylline	135
Pentoxifylline	135
Istradefylline	135
Adenosine	136
Caffeine	136
Enprofylline	136
Defibrotide	136
Theophylline	136
Regorafenib	1969
Fostamatinib	1969
Dasatinib	1969
Fostamatinib	2042
Fostamatinib	2046
Fostamatinib	2048
Zinc chloride	4350
Zinc acetate	4350
Cisplatin	4350
Zinc	4350
Fostamatinib	4058
Copper	7086
Risankizumab	3593
Ustekinumab	3593
Tildrakizumab	3593
Minocycline	834
Acetylsalicylic acid	834
Miconazole	4846
Levamlodipine	4846
Citrulline	4846
Sapropterin	4846
Citrulline	4842
Flavin mononucleotide	4842
Flavin adenine dinucleotide	4842
Donepezil	4842
Ketamine	4842
Methylene blue	4842
D-Serine	6317
Arsenic trioxide	5371
Fostamatinib	7297
Tofacitinib	7297
Zinc chloride	5267
Copper	5267
Zinc	5267
Zinc acetate	5267
NADH	5161
Acetazolamide	358
Dequalinium	1259
NADH	8659
Isopropyl alcohol	9588
Copper	9588
NADH	645
Flavin mononucleotide	645
Riboflavin	645
Auranofin	25824
Benzoic acid	25824
Desflurane	513
Sevoflurane	513
Halothane	513
Isoflurane	513
Enflurane	513
Methoxyflurane	513
Omega-3-carboxylic acids	1892
Gemcitabine	51727
Copper	5037
Zinc chloride	2923
Zinc acetate	2923
Zinc	2923
Copper	2923
Benzylpenicilloyl polylysine	2207
Fostamatinib	7465
Cyclosporine	10105
Icatibant	624
Vasopressin	554
Desmopressin	554
Lypressin	554
Atosiban	554
Tolvaptan	554
Terlipressin	554
Conivaptan	554
NADH	3163
Aspartic acid	159
Gilteritinib	558
Fostamatinib	558
Tiagabine	6529
Nicotine	1138
Galantamine	1138
Ethanol	1138
Chlormezanone	706
Lorazepam	706
Diazepam	706
Clonazepam	706
Zaleplon	706
Zopiclone	706
Temazepam	706
Alprazolam	706
Triazolam	706
Ketazolam	706
Clorazepic acid	706
Flunitrazepam	706
Cannabidiol	134
Oxtriphylline	134
Pentoxifylline	134
Adenosine	134
Lamotrigine	134
Enprofylline	134
Tramadol	134
Dyphylline	134
Defibrotide	134
Istradefylline	134
Caffeine	134
Aminophylline	134
Theophylline	134
Gabapentin	134
Olmesartan	185
Angiotensin II	185
Losartan	185
Candesartan cilexetil	185
Eprosartan	185
Valsartan	185
Azilsartan medoxomil	185
Irbesartan	185
Telmisartan	185
Atosiban	5021
Carbetocin	5021
Oxytocin	5021
Pyruvic acid	5313
Calcium Citrate	6717
Calcium Phosphate	6717
Calcium phosphate dihydrate	6717
Glutathione	2952
Isopropyl alcohol	2643
Ornithine	6541
L-Lysine	6541
NADH	219
NADH	218
Edotreotide gallium Ga-68	6751
Lutetium Lu 177 dotatate	6751
Somatostatin	6751
Octreotide	6751
Pasireotide	6751
Pasireotide	6752
Lanreotide	6752
Edotreotide gallium Ga-68	6752
Dotatate gallium Ga-68	6752
Somatostatin	6752
Lutetium Lu 177 dotatate	6752
Octreotide	6752
Galantamine	1143
Levacetylmethadol	1143
Pentolinium	1143
Nicotine	1143
Dextromethorphan	1143
Fluoxetine	1143
Ethanol	1143
Lasmiditan	3355
Rizatriptan	3355
Naratriptan	3355
Sumatriptan	3355
Dihydroergocristine	3355
Eletriptan	3355
Ketamine	3355
Zolmitriptan	3355
Mianserin	3355
Gilteritinib	3355
Ergotamine	3355
Methysergide	3355
Olanzapine	3355
Paroxetine	3355
Ergoloid mesylate	3355
Dihydroergocornine	3355
Nafarelin	2798
Goserelin	2798
Triptorelin	2798
Elagolix	2798
Ganirelix	2798
Leuprolide	2798
Danazol	2798
Gestrinone	2798
Histrelin	2798
Buserelin	2798
Abarelix	2798
Cetrorelix	2798
Degarelix	2798
Gonadorelin	2798
Pramlintide	799
Salmon Calcitonin	799
Tretinoin	3933
Ubidecarenone	6389
Succinic acid	6389
Carboxin	6389
Zinc acetate	6278
Ibuprofen	6278
Zinc	6278
Dexibuprofen	6278
Zinc chloride	6278
Acetylsalicylic acid	5596
Fostamatinib	5596
Ademetionine	4144
Dutasteride	6716
Spironolactone	6716
Azelaic acid	6716
Finasteride	6716
Calcitriol	3206
Carglumic acid	1373
Gallium nitrate	6241
Cladribine	6241
Alemtuzumab	1043
Lutetium Lu 177 dotatate	6754
Somatostatin	6754
Calcium Phosphate	844
Calcium Citrate	844
Calcium phosphate dihydrate	844
Calcium levulinate	844
Empagliflozin	6524
Canagliflozin	6524
Dapagliflozin	6524
Ertugliflozin	6524
Lamotrigine	2558
Estazolam	2558
Temazepam	2558
Prasterone	2558
Nitrazepam	2558
Enflurane	2558
Alprazolam	2558
Phenytoin	2558
Halothane	2558
Flurazepam	2558
Chlordiazepoxide	2558
Butabarbital	2558
Clotiazepam	2558
Amobarbital	2558
Glutethimide	2558
Carisoprodol	2558
Flumazenil	2558
Midazolam	2558
Stiripentol	2558
Butalbital	2558
Methoxyflurane	2558
Memantine	2558
Clonazepam	2558
Prazepam	2558
Sevoflurane	2558
Desflurane	2558
Talbutal	2558
Thiopental	2558
Halazepam	2558
Quazepam	2558
Pentobarbital	2558
Taurine	2558
Triazolam	2558
Acamprosate	2558
Lorazepam	2558
Propofol	2558
Flunitrazepam	2558
Primidone	2558
Secobarbital	2558
Oxazepam	2558
Apalutamide	2558
Clobazam	2558
Ethchlorvynol	2558
Brexanolone	2558
Ethanol	2558
Zopiclone	2558
Amoxapine	2558
Clorazepic acid	2558
Methylphenobarbital	2558
Meprobamate	2558
Lormetazepam	2558
Olanzapine	2558
Butobarbital	2558
Diazepam	2558
Methyprylon	2558
Isoflurane	2558
Medroxyprogesterone acetate	2558
Etomidate	2558
Bromazepam	2558
Eszopiclone	2558
Desvenlafaxine	6532
Cyclobenzaprine	6532
Meperidine	6532
Trimipramine	6532
Milnacipran	6532
Loxapine	6532
Lumateperone	6532
Verapamil	6532
Fluvoxamine	6532
Pseudoephedrine	6532
Dextromethorphan	6532
Escitalopram	6532
Atomoxetine	6532
Metamfetamine	6532
Desipramine	6532
Amitriptyline	6532
Venlafaxine	6532
Doxepin	6532
Amoxapine	6532
Cocaine	6532
Lorpiprazole	6532
Mazindol	6532
Nomifensine	6532
Dexmethylphenidate	6532
Protriptyline	6532
Dexfenfluramine	6532
Nortriptyline	6532
Minaprine	6532
Nefazodone	6532
Butriptyline	6532
Trazodone	6532
Sibutramine	6532
Dosulepin	6532
Levomilnacipran	6532
Mianserin	6532
Duloxetine	6532
Fluoxetine	6532
Fenfluramine	6532
Tramadol	6532
Chlorpheniramine	6532
Benzatropine	6532
Zotepine	6532
Sertraline	6532
Imipramine	6532
Clomipramine	6532
Citalopram	6532
Paroxetine	6532
Vortioxetine	6532
Tapentadol	6532
Aripiprazole	6532
Zimelidine	6532
Phentermine	6532
Vilazodone	6532
Amphetamine	6532
Dopamine	6532
Resveratrol	207
Arsenic trioxide	207
Aldesleukin	3561
Denileukin diftitox	3561
NADH	11112
Methotrexate	471
Pemetrexed	471
Copper	3189
Copper	3187
Copper	7529
Copper	10963
Sarilumab	2213
Natalizumab	2213
Cetuximab	2213
Basiliximab	2213
Trastuzumab	2213
Efalizumab	2213
Antithymocyte immunoglobulin (rabbit)	2213
Abciximab	2213
Gemtuzumab ozogamicin	2213
Bevacizumab	2213
Ibritumomab tiuxetan	2213
Alefacept	2213
Muromonab	2213
Tositumomab	2213
Human immunoglobulin G	2213
Etanercept	2213
Alemtuzumab	2213
Palivizumab	2213
Ethanol	3897
Copper	7001
Cholecystokinin	886
Ceruletide	886
Pentagastrin	887
Cholecystokinin	887
Bremelanotide	4160
Galantamine	1136
Bupropion	1136
Amantadine	1136
Ethanol	1136
Methadone	1136
Pentolinium	1136
Dextromethorphan	1136
Levacetylmethadol	1136
Nicotine	1136
Levamisole	1136
Fluoxetine	1136
Varenicline	1136
NADH	5831
Icosapent	6546
Dronedarone	6546
alpha-Linolenic acid	6546
Pasireotide	6753
Somatostatin	6753
Lutetium Lu 177 dotatate	6753
Edotreotide gallium Ga-68	6753
Nitisinone	3242
Sargramostim	1439
Pyridoxal phosphate	1491
Cysteine	1491
Bremelanotide	4161
Adenosine phosphate	2180
Lenalidomide	1003
Isoniazid	1557
Molsidomine	2977
Methylene blue	2977
Plecanatide	2977
Nitric Oxide	2977
Riociguat	2977
Isosorbide mononitrate	2977
Sulfinpyrazone	4363
Romidepsin	4363
Durvalumab	941
Abatacept	941
Belatacept	941
Fostamatinib	7272
Sargramostim	6383
Pyridoxal phosphate	6470
Glycine	6470
Glycine	6472
Pyridoxal phosphate	6472
Clorazepic acid	2556
Eszopiclone	2556
Memantine	2556
Butabarbital	2556
Prasterone	2556
Carisoprodol	2556
Clotiazepam	2556
Halazepam	2556
Desflurane	2556
Medroxyprogesterone acetate	2556
Olanzapine	2556
Estazolam	2556
Temazepam	2556
Clobazam	2556
Zopiclone	2556
Prazepam	2556
Amoxapine	2556
Secobarbital	2556
Phenytoin	2556
Butobarbital	2556
Ethchlorvynol	2556
Isoflurane	2556
Methoxyflurane	2556
Enflurane	2556
Butalbital	2556
Nitrazepam	2556
Triazolam	2556
Bromazepam	2556
Acamprosate	2556
Stiripentol	2556
Halothane	2556
Brexanolone	2556
Alprazolam	2556
Glutethimide	2556
Chlordiazepoxide	2556
Midazolam	2556
Talbutal	2556
Oxazepam	2556
Primidone	2556
Clonazepam	2556
Flunitrazepam	2556
Lamotrigine	2556
Apalutamide	2556
Diazepam	2556
Pentobarbital	2556
Lormetazepam	2556
Methyprylon	2556
Meprobamate	2556
Methylphenobarbital	2556
Lorazepam	2556
Thiopental	2556
Quazepam	2556
Flurazepam	2556
Taurine	2556
Amobarbital	2556
Propofol	2556
Sevoflurane	2556
Ethanol	2556
Flumazenil	2556
Etomidate	2556
Zolpidem	2556
Risperidone	3363
Lisuride	3363
Aripiprazole lauroxil	3363
Eletriptan	3363
Bromocriptine	3363
Maprotiline	3363
Paliperidone	3363
Ergoloid mesylate	3363
Cyclobenzaprine	3363
Chlorpromazine	3363
Clozapine	3363
Cabergoline	3363
Zotepine	3363
Epinastine	3363
Gilteritinib	3363
Iloperidone	3363
Lofexidine	3363
Amisulpride	3363
Lurasidone	3363
Vortioxetine	3363
Mianserin	3363
Methysergide	3363
Amoxapine	3363
Dopamine	3363
Amitriptyline	3363
Dihydroergocornine	3363
Loxapine	3363
Dihydroergocristine	3363
Cyproheptadine	3363
Asenapine	3363
Aripiprazole	3363
Imipramine	3363
Paroxetine	3363
Quetiapine	3363
Haloperidol	3363
Ziprasidone	3363
Cannabidiol	1269
Nabilone	1269
Lasofoxifene	1269
Dronabinol	1269
Protirelin	7201
Iloprost	5731
Bupivacaine	5731
Carboprost tromethamine	5731
Misoprostol	5731
Alprostadil	5731
Dinoprostone	5731
Bimatoprost	5731
Corticorelin ovine triflutate	104909134
Corticorelin ovine triflutate	1394
Zonisamide	763
Brinzolamide	763
Zonisamide	767
Urea	1499
Levamlodipine	4843
Triflusal	4843
Dipyrithione	4843
Dexamethasone	4843
Miconazole	4843
Citrulline	4843
Drotrecogin alfa	5269
Edotreotide gallium Ga-68	6755
Somatostatin	6755
Pasireotide	6755
Octreotide	6755
Lanreotide	6755
Lutetium Lu 177 dotatate	6755
Amoxapine	148
Methoxamine	148
Flupentixol	148
DL-Methylephedrine	148
Bromocriptine	148
Tolazoline	148
Apraclonidine	148
Sertindole	148
Haloperidol	148
Nicergoline	148
Escitalopram	148
Phenylephrine	148
Pseudoephedrine	148
Asenapine	148
Thioridazine	148
Benzphetamine	148
Pergolide	148
Epinephrine	148
Nortriptyline	148
Desipramine	148
Ranolazine	148
Quinidine	148
Mirtazapine	148
Paroxetine	148
Prazosin	148
Nicardipine	148
Buspirone	148
Ergoloid mesylate	148
Terazosin	148
Dihydroergocornine	148
Phendimetrazine	148
Lamotrigine	148
Phenoxybenzamine	148
Olanzapine	148
Trifluoperazine	148
Ziprasidone	148
Xylometazoline	148
Loxapine	148
Iloperidone	148
Silodosin	148
Amitriptyline	148
Norepinephrine	148
Cabergoline	148
Tamsulosin	148
Propiverine	148
Alfuzosin	148
Imipramine	148
Pizotifen	148
Ephedrine	148
Trimipramine	148
Lofexidine	148
Prochlorperazine	148
Chlorpromazine	148
Methotrimeprazine	148
Nefazodone	148
Dipivefrin	148
Amphetamine	148
Trazodone	148
Dronedarone	148
Clonidine	148
Propiomazine	148
Dextroamphetamine	148
Epinastine	148
Doxepin	148
Mianserin	148
Aripiprazole lauroxil	148
Carvedilol	148
Dobutamine	148
Tizanidine	148
Paliperidone	148
Phentolamine	148
Doxazosin	148
Indigotindisulfonic acid	148
Tetryzoline	148
Droxidopa	148
Zuclopenthixol	148
Metaraminol	148
Droperidol	148
Risperidone	148
Mephentermine	148
Clozapine	148
Fenoldopam	148
Quetiapine	148
Oxymetazoline	148
Naphazoline	148
Ergotamine	148
Ropinirole	148
Moxisylyte	148
Lorpiprazole	148
Aripiprazole	148
Dihydroergocristine	148
Dapiprazole	148
Racepinephrine	148
Ergometrine	148
Labetalol	148
Promethazine	148
Midodrine	148
Promazine	148
Verapamil	148
Dosulepin	148
Maprotiline	148
Isometheptene	148
Tolfenamic acid	5743
Sulindac	5743
Ibuprofen	5743
Tiaprofenic acid	5743
Salicylic acid	5743
Trolamine salicylate	5743
Salsalate	5743
Antrafenine	5743
Menthyl salicylate	5743
Bendazac	5743
Aminosalicylic acid	5743
Dexketoprofen	5743
Phenyl salicylate	5743
Dexibuprofen	5743
Suprofen	5743
Piroxicam	5743
Mesalazine	5743
Cannabidiol	5743
Ketorolac	5743
Ketoprofen	5743
Fish oil	5743
Pomalidomide	5743
Alclofenac	5743
Thalidomide	5743
Diflunisal	5743
Valdecoxib	5743
Naproxen	5743
Etodolac	5743
Resveratrol	5743
Lenalidomide	5743
Aceclofenac	5743
Icosapent	5743
Ginseng	5743
Balsalazide	5743
Lumiracoxib	5743
Carprofen	5743
Nabumetone	5743
Bufexamac	5743
Antipyrine	5743
Diclofenac	5743
Acetylsalicylic acid	5743
Celecoxib	5743
Flurbiprofen	5743
Tenoxicam	5743
Parecoxib	5743
Loxoprofen	5743
Nimesulide	5743
Meloxicam	5743
Tolmetin	5743
Phenylbutazone	5743
Mefenamic acid	5743
Rofecoxib	5743
Adapalene	5743
Nepafenac	5743
Oxaprozin	5743
Etoricoxib	5743
Indomethacin	5743
Choline magnesium trisalicylate	5743
Meclofenamic acid	5743
Bromfenac	5743
Dipyrithione	5743
Acemetacin	5743
Flufenamic acid	5743
Acetaminophen	5743
Lornoxicam	5743
Sulfasalazine	5743
Fenoprofen	5743
Glycol salicylate	5743
Terfenadine	3269
Bromodiphenhydramine	3269
Cyproheptadine	3269
Amoxapine	3269
Trimipramine	3269
Clemastine	3269
Brompheniramine	3269
Diphenhydramine	3269
Betahistine	3269
Escitalopram	3269
Cetirizine	3269
Methotrimeprazine	3269
Levocabastine	3269
Zuclopenthixol	3269
Haloperidol	3269
Aripiprazole	3269
Propiomazine	3269
Lorpiprazole	3269
Alcaftadine	3269
Azatadine	3269
Asenapine	3269
Aripiprazole lauroxil	3269
Mirtazapine	3269
Thonzylamine	3269
Diphenylpyraline	3269
Tolazoline	3269
Pizotifen	3269
Buclizine	3269
Dimenhydrinate	3269
Olopatadine	3269
Prochlorperazine	3269
Tripelennamine	3269
Chlorprothixene	3269
Emedastine	3269
Carbinoxamine	3269
Bilastine	3269
Dexbrompheniramine	3269
Chlorpromazine	3269
Meclizine	3269
Desloratadine	3269
Chlorcyclizine	3269
Butriptyline	3269
Iloperidone	3269
Risperidone	3269
Mepyramine	3269
Citalopram	3269
Fexofenadine	3269
Loratadine	3269
Ziprasidone	3269
Antazoline	3269
Amitriptyline	3269
Flunarizine	3269
Bepotastine	3269
Trazodone	3269
Promazine	3269
Methdilazine	3269
Clofedanol	3269
Clozapine	3269
Rupatadine	3269
Hydroxyzine	3269
Desipramine	3269
Dimetindene	3269
Loxapine	3269
Alimemazine	3269
Doxepin	3269
Olanzapine	3269
Promethazine	3269
Pheniramine	3269
Histamine	3269
Nortriptyline	3269
Triprolidine	3269
Astemizole	3269
Paliperidone	3269
Dosulepin	3269
Levocetirizine	3269
Azelastine	3269
Benzatropine	3269
Paroxetine	3269
Cinnarizine	3269
Chlorpheniramine	3269
Cariprazine	3269
Phenindamine	3269
Epinastine	3269
Imipramine	3269
Orphenadrine	3269
Doxylamine	3269
Dexchlorpheniramine maleate	3269
Ketotifen	3269
Mianserin	3269
Cyclizine	3269
Lamotrigine	3269
Acrivastine	3269
Quetiapine	3269
Maprotiline	3269
Terazosin	147
Dapiprazole	147
Clonidine	147
Silodosin	147
Pergolide	147
Brexpiprazole	147
Aripiprazole lauroxil	147
Dobutamine	147
Amoxapine	147
Thioridazine	147
Pizotifen	147
Ziprasidone	147
Chlorpromazine	147
Mianserin	147
Bromocriptine	147
Prazosin	147
DL-Methylephedrine	147
Periciazine	147
Buspirone	147
Dihydroergocornine	147
Phendimetrazine	147
Imipramine	147
Amitriptyline	147
Methoxamine	147
Nefazodone	147
Propiomazine	147
Doxazosin	147
Droxidopa	147
Dextroamphetamine	147
Nicardipine	147
Ergoloid mesylate	147
Dosulepin	147
Epinephrine	147
Methotrimeprazine	147
Amphetamine	147
Phenoxybenzamine	147
Xylometazoline	147
Doxepin	147
Labetalol	147
Aripiprazole	147
Moxisylyte	147
Ropinirole	147
Promazine	147
Cabergoline	147
Maprotiline	147
Ranolazine	147
Alfuzosin	147
Quetiapine	147
Desipramine	147
Dronedarone	147
Oxymetazoline	147
Quinidine	147
Mirtazapine	147
Ergotamine	147
Paroxetine	147
Prochlorperazine	147
Sertindole	147
Carvedilol	147
Clozapine	147
Loxapine	147
Escitalopram	147
Tamsulosin	147
Risperidone	147
Verapamil	147
Olanzapine	147
Indigotindisulfonic acid	147
Trimipramine	147
Fenoldopam	147
Lorpiprazole	147
Racepinephrine	147
Mephentermine	147
Phentolamine	147
Tizanidine	147
Nortriptyline	147
Paliperidone	147
Norepinephrine	147
Phenylephrine	147
Midodrine	147
Dihydroergocristine	147
Modafinil	147
Amitriptyline	4988
Diphenoxylate	4988
Pentazocine	4988
Nalmefene	4988
Remifentanil	4988
Ketamine	4988
Sufentanil	4988
Levallorphan	4988
Opium	4988
Fentanyl	4988
Codeine	4988
Eluxadoline	4988
Methadone	4988
Naloxegol	4988
Oxymorphone	4988
Aripiprazole	4988
Oxycodone	4988
Naloxone	4988
Naldemedine	4988
Butorphanol	4988
Levorphanol	4988
Dextropropoxyphene	4988
Dezocine	4988
Buprenorphine	4988
Cannabidiol	4988
Alvimopan	4988
Methylnaltrexone	4988
Diamorphine	4988
Pentoxyverine	4988
Tramadol	4988
Loperamide	4988
Pholcodine	4988
Ondansetron	4988
Meperidine	4988
Alfentanil	4988
Nalbuphine	4988
Tapentadol	4988
Trimebutine	4988
Hydromorphone	4988
Morphine	4988
Hydrocodone	4988
Levacetylmethadol	4988
Dextromethorphan	4988
Naltrexone	4988
Anileridine	4988
Cholesterol	6095
Misoprostol	5734
Castor oil	5734
Dinoprostone	5734
Ropinirole	1814
Pergolide	1814
Buspirone	1814
Paliperidone	1814
Haloperidol	1814
Olanzapine	1814
Bromocriptine	1814
Amisulpride	1814
Yohimbine	1814
Sulpiride	1814
Aripiprazole lauroxil	1814
Pramipexole	1814
Ziprasidone	1814
Dopamine	1814
Amoxapine	1814
Asenapine	1814
Risperidone	1814
Dihydro-alpha-ergocryptine	1814
Cabergoline	1814
Rotigotine	1814
Aripiprazole	1814
Clozapine	1814
Ergoloid mesylate	1814
Methotrimeprazine	1814
Quetiapine	1814
Loxapine	1814
Domperidone	1814
Epicriptine	1814
Chlorpromazine	1814
Pimozide	1814
Mianserin	1814
Chlorprothixene	1814
Remoxipride	1814
Dihydroergocristine	1814
Iloperidone	1814
Apomorphine	1814
Levodopa	1814
Lisuride	1814
Cariprazine	1814
Propoxycaine	6323
Phenytoin	6323
Phenazopyridine	6323
Oxcarbazepine	6323
Amylocaine	6323
Phenacemide	6323
Topiramate	6323
Fish oil	6323
Tetracaine	6323
Ranolazine	6323
Pentoxyverine	6323
Zonisamide	6323
Bioallethrin	6323
Permethrin	6323
Pramocaine	6323
Brivaracetam	6323
Carbamazepine	6323
Valproic acid	6323
Dichlorobenzyl alcohol	6323
Nitrazepam	6323
Oxcarbazepine	6329
Flecainide	6329
Lidocaine	6329
Pramocaine	6329
Bioallethrin	6329
Tetracaine	6329
Propoxycaine	6329
Ranolazine	6329
Dichlorobenzyl alcohol	6329
Valproic acid	6329
Carbamazepine	6329
Propofol	6329
Zonisamide	6329
Pentoxyverine	6329
Fish oil	6329
Brivaracetam	6329
Parachlorophenol	6329
Amylocaine	6329
Topiramate	6329
Pyridoxal phosphate	875
Ademetionine	875
Cysteine	875
Zinc acetate	3857
Zinc	3857
Copper	3857
Zinc chloride	3857
Calcium phosphate dihydrate	2201
Calcium Phosphate	2201
Calcium Citrate	2201
Fostamatinib	7075
Ezetimibe	6646
Glutathione	2745
Zinc acetate	3483
Zinc chloride	3483
Copper	3483
Zinc	3483
Mexiletine	196
Resveratrol	196
Flutamide	196
Indigotindisulfonic acid	196
Ginseng	196
Nimodipine	196
Cantharidin	196
Diosmin	196
Omeprazole	196
Atorvastatin	196
Leflunomide	196
Zinc	3849
Zinc chloride	3849
Copper	3849
Anthralin	3849
Zinc acetate	3849
Caffeine	5158
Sunitinib	2324
Fostamatinib	2324
Sorafenib	2324
Regorafenib	2324
Axitinib	2324
Pazopanib	2324
Nintedanib	2324
Lenvatinib	2324
Midostaurin	3791
Fostamatinib	3791
Nintedanib	3791
Regorafenib	3791
Sorafenib	3791
Ponatinib	3791
Axitinib	3791
Pazopanib	3791
Cabozantinib	3791
Lenvatinib	3791
Ramucirumab	3791
Erdafitinib	3791
Sunitinib	3791
Pyruvic acid	6567
Tagraxofusp	402
Binimetinib	5605
Fostamatinib	5605
Bosutinib	5605
Trametinib	5605
Tubocurarine	1139
Amantadine	1139
Secobarbital	1139
Primidone	1139
Galantamine	1139
Pentobarbital	1139
Methylphenobarbital	1139
Acetylcholine	1139
Phenobarbital	1139
Varenicline	1139
Thiopental	1139
Nicotine	1139
Dextromethorphan	1139
Ethanol	1139
Amobarbital	1139
Cannabidiol	1139
Choline	1139
Mecamylamine	1139
Butobarbital	1139
Butabarbital	1139
Choline salicylate	1139
Methadone	1139
Talbutal	1139
Butalbital	1139
Midostaurin	2322
Nintedanib	2322
Sorafenib	2322
Ponatinib	2322
Fedratinib	2322
Pexidartinib	2322
Fostamatinib	2322
Brigatinib	2322
Sunitinib	2322
Gilteritinib	2322
Dibotermin alfa	657
Fostamatinib	91
Fostamatinib	7046
Copper	5176
Fish oil	6720
Omega-3-acid ethyl esters	6720
Omega-3 fatty acids	6720
Doconexent	6720
Glutathione	2879
NADH	3293
Estradiol benzoate	3294
Estradiol acetate	3294
Estradiol dienanthate	3294
Estradiol valerate	3294
NADH	3294
Estradiol cypionate	3294
Estradiol	3294
Triamterene	6337
Amiloride	6337
Foreskin fibroblast (neonatal)	7048
Foreskin keratinocyte (neonatal)	7048
Fostamatinib	7048
Glycerin	7048
Flufenamic acid	5468
Curcumin	5468
Telmisartan	5468
Rosiglitazone	5468
Oleic Acid	5468
Indomethacin	5468
Repaglinide	5468
Fenofibric acid	5468
Fish oil	5468
Resveratrol	5468
Omega-3 fatty acids	5468
Doconexent	5468
Amiodarone	5468
Bezafibrate	5468
Triclosan	5468
alpha-Linolenic acid	5468
Icosapent	5468
Balsalazide	5468
Ibuprofen	5468
Nateglinide	5468
Fenoprofen	5468
